uid,domainID,siteID,pitNamedLocation,pitID,horizonID,horizonName,setDate,collectDate,horizonTopDepth,horizonBottomDepth,nrcsDescriptionID,remarks
"2f7f4935-998b-44d0-99b6-fd5eed66ead5","D16","WREF","MEGAPT112745","D16_WREF_PIT1","16_WREF_PIT1_AC","Ac","2017-09-26","2017-09-26",9.0,50.0,"2017WA059001_MP",
"f936eaf0-13be-49ba-9a6d-5c54fd90fa07","D16","WREF","MEGAPT112745","D16_WREF_PIT1","16_WREF_PIT1_3AB","3AB","2017-09-26","2017-09-26",162.0,178.0,"2017WA059001_MP",
"3226b6c2-4ebe-4ae7-ad7a-b8909a645c33","D16","WREF","MEGAPT112745","D16_WREF_PIT1","16_WREF_PIT1_BC","BC","2017-09-26","2017-09-26",80.0,94.0,"2017WA059001_MP",
"eec34aef-5abf-4410-aca0-7217b74fb4c6","D16","WREF","MEGAPT112745","D16_WREF_PIT1","16_WREF_PIT1_2C1","2C1","2017-09-26","2017-09-26",94.0,136.0,"2017WA059001_MP",
"bb50d488-9904-4927-9fc7-11fb5933f480","D16","WREF","MEGAPT112745","D16_WREF_PIT1","16_WREF_PIT1_OI","Oi","2017-09-26","2017-09-26",0.0,3.0,"2017WA059001_MP",
"9ab67e96-ea07-4a15-a975-bf7d9a7944c2","D16","WREF","MEGAPT112745","D16_WREF_PIT1","16_WREF_PIT1_3CG","3Cg","2017-09-26","2017-09-26",178.0,200.0,"2017WA059001_MP",
"54d6a2b7-40f5-49ff-a8bd-9b26045bc5f1","D16","WREF","MEGAPT112745","D16_WREF_PIT1","16_WREF_PIT1_BW","Bw","2017-09-26","2017-09-26",50.0,80.0,"2017WA059001_MP",
"7f462102-1f02-4b22-99b8-dda6b9c40829","D16","WREF","MEGAPT112745","D16_WREF_PIT1","16_WREF_PIT1_2C2","2C2","2017-09-26","2017-09-26",136.0,162.0,"2017WA059001_MP",
"26267004-b605-4e53-bb3d-3335cf9fd74a","D16","WREF","MEGAPT112745","D16_WREF_PIT1","16_WREF_PIT1_OA","Oa","2017-09-26","2017-09-26",3.0,9.0,"2017WA059001_MP",
