"siteID","monthyear","sitemonthyear","plotID","latitude","longitude","easting","northing"
"WREF","2018-07","WREF2018-07","WREF_025","45.829829","-121.869134","587833.476","5075762.379"
"WREF","2019-07","WREF2019-07","WREF_014","45.849932","-121.99427","578086.15","5077865.937"
"WREF","2019-07","WREF2019-07","WREF_024","45.849144","-121.996649","577902.55","5077776.057"
"WREF","2019-07","WREF2019-07","WREF_007","45.850153","-121.989672","578442.817","5077894.974"
"WREF","2019-07","WREF2019-07","WREF_010","45.828324","-121.850642","589272.108","5075615.713"
"WREF","2019-07","WREF2019-07","WREF_071","45.829046","-121.958541","580890.424","5075580.972"
"WREF","2019-07","WREF2019-07","WREF_029","45.846411","-121.829411","590891.734","5077649.175"
"WREF","2019-07","WREF2019-07","WREF_070","45.824185","-121.955555","581129.436","5075043.871"
"WREF","2019-07","WREF2019-07","WREF_018","45.828445","-122.011717","576761.09","5075461.702"
"WREF","2019-07","WREF2019-07","WREF_002","45.811294","-121.990796","578410.097","5073576.464"
"WREF","2019-07","WREF2019-07","WREF_017","45.820485","-121.99487","578080.749","5074593.689"
"WREF","2019-07","WREF2019-07","WREF_072","45.824274","-121.966341","580291.499","5075042.866"
"WREF","2019-07","WREF2019-07","WREF_003","45.831516","-122.018608","576221.694","5075796.245"
"WREF","2019-07","WREF2019-07","WREF_028","45.812568","-121.981882","579100.868","5073726.879"
"WREF","2019-07","WREF2019-07","WREF_004","45.822941","-121.998707","577779.271","5074862.742"
"YELL","2018-07","YELL2018-07","YELL_002","44.932467","-110.634896","528809.56","4975513.184"
"YELL","2018-07","YELL2018-07","YELL_020","44.943866","-110.648504","527730.288","4976774.759"
"YELL","2018-07","YELL2018-07","YELL_016","44.965771","-110.583711","532829.438","4979232.263"
"YELL","2019-07","YELL2019-07","YELL_009","44.970313","-110.501884","539279.406","4979773.259"
"YELL","2019-07","YELL2019-07","YELL_019","44.955431","-110.494795","539848.749","4978123.552"
"YELL","2019-07","YELL2019-07","YELL_003","44.954777","-110.533202","536819.73","4978032.727"
"YELL","2019-07","YELL2019-07","YELL_027","44.961505","-110.598574","531659.726","4978752.428"
"YELL","2019-07","YELL2019-07","YELL_004","44.962834","-110.593234","532080.145","4978902.182"
"YELL","2019-07","YELL2019-07","YELL_001","44.917485","-110.410361","546539.224","4973953.188"
"YELL","2019-07","YELL2019-07","YELL_002","44.932467","-110.634896","528809.56","4975513.184"
"YELL","2019-07","YELL2019-07","YELL_011","44.957159","-110.59138","532229.538","4978272.56"
"YELL","2019-07","YELL2019-07","YELL_051","44.954277","-110.541571","536159.984","4977973.414"
"YELL","2019-07","YELL2019-07","YELL_048","44.951273","-110.536649","536550.113","4977641.856"
"YELL","2019-07","YELL2019-07","YELL_046","44.952363","-110.541582","536160.269","4977760.795"
"YELL","2019-07","YELL2019-07","YELL_012","44.944613","-110.433659","544679.288","4976953.593"
"YELL","2020-07","YELL2020-07","YELL_046","44.952363","-110.541582","536160.269","4977760.795"
"YELL","2020-07","YELL2020-07","YELL_051","44.954277","-110.541571","536159.984","4977973.414"
"YELL","2020-07","YELL2020-07","YELL_048","44.951273","-110.536649","536550.113","4977641.856"
"YELL","2020-07","YELL2020-07","YELL_016","44.965771","-110.583711","532829.438","4979232.263"
"ABBY","2017-06","ABBY2017-06","ABBY_011","45.743361","-122.358994","549863.536","5065733.54"
"ABBY","2017-06","ABBY2017-06","ABBY_013","45.745332","-122.372807","548787.33","5065944.038"
"ABBY","2017-06","ABBY2017-06","ABBY_012","45.754263","-122.384239","547890.374","5066929.326"
"ABBY","2017-06","ABBY2017-06","ABBY_018","45.764526","-122.38678","547684.017","5068068.109"
"ABBY","2017-06","ABBY2017-06","ABBY_007","45.768936","-122.361007","549684.252","5068573.756"
"ABBY","2017-06","ABBY2017-06","ABBY_008","45.771358","-122.355223","550131.807","5068846.389"
"ABBY","2017-06","ABBY2017-06","ABBY_010","45.776549","-122.375934","548516.969","5069410.372"
"ABBY","2018-06","ABBY2018-06","ABBY_011","45.743361","-122.358994","549863.536","5065733.54"
"ABBY","2018-06","ABBY2018-06","ABBY_002","45.739055","-122.309112","553747.919","5065287.429"
"ABBY","2018-06","ABBY2018-06","ABBY_015","45.732279","-122.300349","554436.24","5064540.597"
"ABBY","2018-06","ABBY2018-06","ABBY_010","45.776549","-122.375934","548516.969","5069410.372"
"ABBY","2018-06","ABBY2018-06","ABBY_017","45.772764","-122.369799","548997.257","5068993.563"
"ABBY","2018-06","ABBY2018-06","ABBY_020","45.767791","-122.303342","554169","5068483.93"
"ABBY","2018-06","ABBY2018-06","ABBY_004","45.76858","-122.298736","554526.433","5068574.728"
"ABBY","2018-06","ABBY2018-06","ABBY_007","45.768936","-122.361007","549684.252","5068573.756"
"ABBY","2018-06","ABBY2018-06","ABBY_063","45.760513","-122.330039","552099.975","5067656.284"
"ABBY","2018-06","ABBY2018-06","ABBY_009","45.76561","-122.299532","554467.4","5068244.246"
"ABBY","2018-06","ABBY2018-06","ABBY_008","45.771358","-122.355223","550131.807","5068846.389"
"ABBY","2018-06","ABBY2018-06","ABBY_001","45.772619","-122.346369","550819.025","5068992.14"
"ABBY","2018-06","ABBY2018-06","ABBY_016","45.746995","-122.332415","551927.684","5066154.244"
"ABBY","2018-06","ABBY2018-06","ABBY_018","45.764526","-122.38678","547684.017","5068068.109"
"ABBY","2018-06","ABBY2018-06","ABBY_003","45.762016","-122.371092","548906.122","5067798.686"
"ABBY","2018-06","ABBY2018-06","ABBY_012","45.754263","-122.384239","547890.374","5066929.326"
"ABBY","2018-06","ABBY2018-06","ABBY_028","45.745361","-122.375882","548548.121","5065945.355"
"ABBY","2018-06","ABBY2018-06","ABBY_023","45.744589","-122.381659","548099.384","5065856.144"
"ABBY","2018-06","ABBY2018-06","ABBY_005","45.770977","-122.389412","547473.873","5068783.296"
"ABBY","2018-06","ABBY2018-06","ABBY_013","45.745332","-122.372807","548787.33","5065944.038"
"ABBY","2018-06","ABBY2018-06","ABBY_070","45.761334","-122.330793","552040.539","5067746.934"
"ABBY","2018-06","ABBY2018-06","ABBY_061","45.762451","-122.331158","552011.163","5067872.242"
"ABBY","2018-06","ABBY2018-06","ABBY_029","45.764081","-122.313751","553363.209","5068064.748"
"ABBY","2018-06","ABBY2018-06","ABBY_027","45.777447","-122.297106","554644.48","5069561.017"
"ABBY","2018-06","ABBY2018-06","ABBY_025","45.76953","-122.324489","552523.063","5068663.055"
"ABBY","2018-06","ABBY2018-06","ABBY_026","45.770172","-122.387515","547622.116","5068694.906"
"ABBY","2018-06","ABBY2018-06","ABBY_006","45.754053","-122.298512","554557.953","5066960.965"
"ABBY","2018-06","ABBY2018-06","ABBY_022","45.755549","-122.320429","552851.961","5067112.393"
"ABBY","2018-06","ABBY2018-06","ABBY_019","45.752593","-122.325825","552435.104","5066780.441"
"ABBY","2018-06","ABBY2018-06","ABBY_021","45.743937","-122.317109","553121.174","5065824.511"
"ABBY","2018-06","ABBY2018-06","ABBY_014","45.751186","-122.317373","553093.765","5066629.74"
"ABBY","2018-06","ABBY2018-06","ABBY_024","45.741379","-122.339833","551355.845","5065525.515"
"ABBY","2018-06","ABBY2018-06","ABBY_030","45.772435","-122.316395","553149.702","5068991.248"
"ABBY","2019-07","ABBY2019-07","ABBY_018","45.764526","-122.38678","547684.017","5068068.109"
"ABBY","2019-07","ABBY2019-07","ABBY_012","45.754263","-122.384239","547890.374","5066929.326"
"ABBY","2019-07","ABBY2019-07","ABBY_019","45.752593","-122.325825","552435.104","5066780.441"
"ABBY","2019-07","ABBY2019-07","ABBY_022","45.755549","-122.320429","552851.961","5067112.393"
"ABBY","2019-07","ABBY2019-07","ABBY_029","45.764081","-122.313751","553363.209","5068064.748"
"ABBY","2019-07","ABBY2019-07","ABBY_027","45.777447","-122.297106","554644.48","5069561.017"
"ABBY","2019-07","ABBY2019-07","ABBY_026","45.770172","-122.387515","547622.116","5068694.906"
"MOAB","2017-07","MOAB2017-07","MOAB_023","38.234398","-109.380261","641759.372","4233062.788"
"SOAP","2017-06","SOAP2017-06","SOAP_044","37.031452","-119.269313","298153.994","4100769.585"
"SOAP","2017-06","SOAP2017-06","SOAP_031","37.035342","-119.252227","299684.194","4101165.058"
"SOAP","2017-06","SOAP2017-06","SOAP_003","37.033983","-119.250835","299804.413","4101011.247"
"SOAP","2017-06","SOAP2017-06","SOAP_010","37.03519","-119.273802","297764.641","4101193.791"
"SOAP","2017-06","SOAP2017-06","SOAP_043","37.034451","-119.268722","298214.494","4101101.06"
"SOAP","2018-06","SOAP2018-06","SOAP_011","37.037301","-119.26273","298755.085","4101404.624"
"SOAP","2018-06","SOAP2018-06","SOAP_001","37.037898","-119.273529","297796.108","4101493.765"
"SOAP","2018-06","SOAP2018-06","SOAP_031","37.035342","-119.252227","299684.194","4101165.058"
"SOAP","2018-06","SOAP2018-06","SOAP_009","37.037935","-119.256677","299295.188","4101462.123"
"SOAP","2018-06","SOAP2018-06","SOAP_014","37.036558","-119.258326","299144.851","4101312.764"
"SOAP","2018-06","SOAP2018-06","SOAP_020","37.036585","-119.25697","299265.588","4101312.94"
"SOAP","2018-06","SOAP2018-06","SOAP_022","37.038279","-119.252655","299653.818","4101491.777"
"SOAP","2018-06","SOAP2018-06","SOAP_015","37.038264","-119.251658","299742.481","4101488.051"
"SOAP","2018-06","SOAP2018-06","SOAP_002","37.030703","-119.281763","297044.459","4100712.894"
"SOAP","2019-06","SOAP2019-06","SOAP_012","37.030515","-119.276685","297495.758","4100681.198"
"SOAP","2019-06","SOAP2019-06","SOAP_010","37.03519","-119.273802","297764.641","4101193.791"
"SOAP","2019-06","SOAP2019-06","SOAP_043","37.034451","-119.268722","298214.494","4101101.06"
"SOAP","2019-06","SOAP2019-06","SOAP_023","37.036213","-119.248183","300046.167","4101253.172"
"SOAP","2019-06","SOAP2019-06","SOAP_031","37.035342","-119.252227","299684.194","4101165.058"
"SOAP","2019-06","SOAP2019-06","SOAP_030","37.033674","-119.28051","297163.894","4101039.895"
"SOAP","2019-06","SOAP2019-06","SOAP_021","37.036227","-119.276172","297556.554","4101313.92"
"SOAP","2019-06","SOAP2019-06","SOAP_028","37.025181","-119.273166","297794.611","4100081.906"
"SOAP","2019-06","SOAP2019-06","SOAP_013","37.029599","-119.281718","297045.53","4100590.368"
"SOAP","2019-06","SOAP2019-06","SOAP_024","37.025014","-119.28258","296956.63","4100083.488"
"SOAP","2019-06","SOAP2019-06","SOAP_020","37.036585","-119.25697","299265.588","4101312.94"
"SOAP","2019-06","SOAP2019-06","SOAP_014","37.036558","-119.258326","299144.851","4101312.764"
"SOAP","2019-06","SOAP2019-06","SOAP_009","37.037935","-119.256677","299295.188","4101462.123"
"SOAP","2019-06","SOAP2019-06","SOAP_029","37.036654","-119.267104","298364.29","4101342.088"
"SOAP","2019-06","SOAP2019-06","SOAP_025","37.037639","-119.25836","299144.661","4101432.864"
"SOAP","2019-06","SOAP2019-06","SOAP_011","37.037301","-119.26273","298755.085","4101404.624"
"SOAP","2019-06","SOAP2019-06","SOAP_015","37.038264","-119.251658","299742.481","4101488.051"
"SOAP","2019-06","SOAP2019-06","SOAP_044","37.031452","-119.269313","298153.994","4100769.585"
"SOAP","2019-06","SOAP2019-06","SOAP_022","37.038279","-119.252655","299653.818","4101491.777"
"SOAP","2019-06","SOAP2019-06","SOAP_026","37.030375","-119.270272","298065.851","4100652.112"
"SOAP","2019-06","SOAP2019-06","SOAP_019","37.030844","-119.245692","300253.709","4100652.237"
"SOAP","2019-06","SOAP2019-06","SOAP_017","37.030901","-119.242317","300554.094","4100651.42"
"SOAP","2019-06","SOAP2019-06","SOAP_018","37.028985","-119.243605","300434.504","4100441.567"
"SOAP","2019-06","SOAP2019-06","SOAP_027","37.029446","-119.277325","297435.936","4100563.938"
"TEAK","2017-07","TEAK2017-07","TEAK_011","37.004153","-119.002986","321781.785","4097208.486"
"TEAK","2017-07","TEAK2017-07","TEAK_043","36.999698","-119.011037","321054.895","4096729.277"
"TEAK","2017-07","TEAK2017-07","TEAK_012","37.013801","-119.009599","321215.94","4098291.344"
"TEAK","2017-07","TEAK2017-07","TEAK_045","36.997917","-119.00382","321693.01","4096518.103"
"TEAK","2017-07","TEAK2017-07","TEAK_029","37.013711","-119.031203","319293.484","4098322.126"
"TEAK","2019-07","TEAK2019-07","TEAK_012","37.013801","-119.009599","321215.94","4098291.344"
"TEAK","2019-07","TEAK2019-07","TEAK_027","37.064904","-118.97621","324304.551","4103899.042"
"TEAK","2019-07","TEAK2019-07","TEAK_003","37.012962","-119.010619","321123.175","4098200.103"
"TEAK","2019-07","TEAK2019-07","TEAK_011","37.004153","-119.002986","321781.785","4097208.486"
"TEAK","2019-07","TEAK2019-07","TEAK_030","37.059672","-118.981148","323853.422","4103327.723"
"TEAK","2019-07","TEAK2019-07","TEAK_004","37.001687","-119.036304","318811.023","4096997.789"
"TEAK","2019-07","TEAK2019-07","TEAK_010","37.014434","-119.049096","317703.194","4098436.45"
"TEAK","2019-07","TEAK2019-07","TEAK_007","36.999797","-119.052104","317400.497","4096818.256"
"TEAK","2019-07","TEAK2019-07","TEAK_028","37.055339","-118.982025","323765.374","4102848.532"
"HEAL","2017-07","HEAL2017-07","HEAL_014","63.886767","-149.27372","388355.538","7086385.854"
"HEAL","2017-07","HEAL2017-07","HEAL_023","63.887447","-149.28229","387937.601","7086476.629"
"HEAL","2017-07","HEAL2017-07","HEAL_018","63.862657","-149.249125","389468.126","7083657.748"
"HEAL","2017-07","HEAL2017-07","HEAL_017","63.866487","-149.260447","388927.029","7084103.935"
"HEAL","2017-07","HEAL2017-07","HEAL_027","63.867913","-149.2557","389165.806","7084254.533"
"HEAL","2017-07","HEAL2017-07","HEAL_003","63.865625","-149.22988","390425.187","7083955.18"
"HEAL","2017-07","HEAL2017-07","HEAL_016","63.877347","-149.202686","391806.164","7085214.323"
"HEAL","2017-07","HEAL2017-07","HEAL_020","63.871707","-149.271288","388415.202","7084704.268"
"HEAL","2017-07","HEAL2017-07","HEAL_025","63.87307","-149.287886","387605.469","7084885.234"
"HEAL","2017-07","HEAL2017-07","HEAL_006","63.869587","-149.287603","387605.429","7084496.79"
"HEAL","2017-07","HEAL2017-07","HEAL_012","63.869816","-149.272955","388325.815","7084496.634"
"HEAL","2017-07","HEAL2017-07","HEAL_004","63.863602","-149.273634","388267.786","7083805.646"
"HEAL","2017-07","HEAL2017-07","HEAL_024","63.881157","-149.287307","387666.18","7085784.879"
"HEAL","2017-07","HEAL2017-07","HEAL_077","63.89218","-149.27171","388475.663","7086985.218"
"HEAL","2017-07","HEAL2017-07","HEAL_002","63.871137","-149.240038","389947.725","7084586.49"
"HEAL","2017-07","HEAL2017-07","HEAL_010","63.877229","-149.263771","388806.195","7085306.145"
"HEAL","2017-07","HEAL2017-07","HEAL_007","63.878349","-149.27729","388146.822","7085454.579"
"HEAL","2017-07","HEAL2017-07","HEAL_029","63.869787","-149.256455","389136.121","7084464.555"
"HEAL","2017-07","HEAL2017-07","HEAL_028","63.871278","-149.265115","388716.652","7084645.744"
"HEAL","2018-08","HEAL2018-08","HEAL_047","63.872775","-149.220656","390906.01","7084735.666"
"HEAL","2018-08","HEAL2018-08","HEAL_046","63.873367","-149.216447","391115.029","7084794.415"
"HEAL","2018-08","HEAL2018-08","HEAL_045","63.875485","-149.21903","390996.383","7085034.699"
"HEAL","2018-08","HEAL2018-08","HEAL_014","63.886767","-149.27372","388355.538","7086385.854"
"HEAL","2018-08","HEAL2018-08","HEAL_005","63.897743","-149.22509","390785.3","7087524.215"
"HEAL","2018-08","HEAL2018-08","HEAL_022","63.887475","-149.212621","391357.448","7086359.286"
"HEAL","2018-08","HEAL2018-08","HEAL_017","63.866487","-149.260447","388927.029","7084103.935"
"HEAL","2018-08","HEAL2018-08","HEAL_024","63.881157","-149.287307","387666.18","7085784.879"
"HEAL","2018-08","HEAL2018-08","HEAL_011","63.887139","-149.301221","387007.124","7086475.713"
"HEAL","2018-08","HEAL2018-08","HEAL_015","63.894285","-149.209552","391534.379","7087112.514"
"HEAL","2018-08","HEAL2018-08","HEAL_029","63.869787","-149.256455","389136.121","7084464.555"
"HEAL","2018-08","HEAL2018-08","HEAL_016","63.877347","-149.202686","391806.164","7085214.323"
"HEAL","2018-08","HEAL2018-08","HEAL_027","63.867913","-149.2557","389165.806","7084254.533"
"HEAL","2018-08","HEAL2018-08","HEAL_004","63.863602","-149.273634","388267.786","7083805.646"
"HEAL","2018-08","HEAL2018-08","HEAL_021","63.8907","-149.264221","388837.356","7086807.307"
"HEAL","2018-08","HEAL2018-08","HEAL_009","63.871058","-149.209531","391445.769","7084525.484"
"HEAL","2018-08","HEAL2018-08","HEAL_018","63.862657","-149.249125","389468.126","7083657.748"
"HEAL","2018-08","HEAL2018-08","HEAL_077","63.89218","-149.27171","388475.663","7086985.218"
"HEAL","2018-08","HEAL2018-08","HEAL_020","63.871707","-149.271288","388415.202","7084704.268"
"HEAL","2018-08","HEAL2018-08","HEAL_028","63.871278","-149.265115","388716.652","7084645.744"
"HEAL","2018-08","HEAL2018-08","HEAL_012","63.869816","-149.272955","388325.815","7084496.634"
"HEAL","2018-08","HEAL2018-08","HEAL_023","63.887447","-149.28229","387937.601","7086476.629"
"HEAL","2018-08","HEAL2018-08","HEAL_010","63.877229","-149.263771","388806.195","7085306.145"
"HEAL","2018-08","HEAL2018-08","HEAL_002","63.871137","-149.240038","389947.725","7084586.49"
"HEAL","2018-08","HEAL2018-08","HEAL_026","63.886716","-149.18997","392466.418","7086236.316"
"HEAL","2018-08","HEAL2018-08","HEAL_003","63.865625","-149.22988","390425.187","7083955.18"
"HEAL","2018-08","HEAL2018-08","HEAL_001","63.888391","-149.20477","391746.35","7086447.88"
"HEAL","2018-08","HEAL2018-08","HEAL_019","63.894643","-149.2872","387725.321","7087286.785"
"HEAL","2018-08","HEAL2018-08","HEAL_008","63.893483","-149.275436","388297.995","7087136.878"
"HEAL","2018-08","HEAL2018-08","HEAL_013","63.864486","-149.198645","391955.226","7083775.034"
"HEAL","2018-08","HEAL2018-08","HEAL_025","63.87307","-149.287886","387605.469","7084885.234"
"HEAL","2018-08","HEAL2018-08","HEAL_007","63.878349","-149.27729","388146.822","7085454.579"
"HEAL","2018-08","HEAL2018-08","HEAL_006","63.869587","-149.287603","387605.429","7084496.79"
"HEAL","2019-08","HEAL2019-08","HEAL_046","63.873367","-149.216447","391115.029","7084794.415"
"HEAL","2019-08","HEAL2019-08","HEAL_045","63.875485","-149.21903","390996.383","7085034.699"
"HEAL","2019-08","HEAL2019-08","HEAL_004","63.863602","-149.273634","388267.786","7083805.646"
"HEAL","2019-08","HEAL2019-08","HEAL_028","63.871278","-149.265115","388716.652","7084645.744"
"HEAL","2019-08","HEAL2019-08","HEAL_029","63.869787","-149.256455","389136.121","7084464.555"
"HEAL","2019-08","HEAL2019-08","HEAL_017","63.866487","-149.260447","388927.029","7084103.935"
"HEAL","2019-08","HEAL2019-08","HEAL_027","63.867913","-149.2557","389165.806","7084254.533"
"HEAL","2019-08","HEAL2019-08","HEAL_005","63.897743","-149.22509","390785.3","7087524.215"
"HEAL","2019-08","HEAL2019-08","HEAL_002","63.871137","-149.240038","389947.725","7084586.49"
"HEAL","2019-08","HEAL2019-08","HEAL_015","63.894285","-149.209552","391534.379","7087112.514"
"HEAL","2019-08","HEAL2019-08","HEAL_009","63.871058","-149.209531","391445.769","7084525.484"
"HEAL","2019-08","HEAL2019-08","HEAL_003","63.865625","-149.22988","390425.187","7083955.18"
"HEAL","2019-08","HEAL2019-08","HEAL_047","63.872775","-149.220656","390906.01","7084735.666"
"HEAL","2019-08","HEAL2019-08","HEAL_001","63.888391","-149.20477","391746.35","7086447.88"
"HEAL","2019-08","HEAL2019-08","HEAL_022","63.887475","-149.212621","391357.448","7086359.286"
"HEAL","2019-08","HEAL2019-08","HEAL_014","63.886767","-149.27372","388355.538","7086385.854"
"HEAL","2019-08","HEAL2019-08","HEAL_010","63.877229","-149.263771","388806.195","7085306.145"
"HEAL","2019-08","HEAL2019-08","HEAL_021","63.8907","-149.264221","388837.356","7086807.307"
"HEAL","2019-08","HEAL2019-08","HEAL_007","63.878349","-149.27729","388146.822","7085454.579"
"HEAL","2019-08","HEAL2019-08","HEAL_008","63.893483","-149.275436","388297.995","7087136.878"
"HEAL","2019-08","HEAL2019-08","HEAL_020","63.871707","-149.271288","388415.202","7084704.268"
"HEAL","2019-08","HEAL2019-08","HEAL_077","63.89218","-149.27171","388475.663","7086985.218"
"HEAL","2019-08","HEAL2019-08","HEAL_012","63.869816","-149.272955","388325.815","7084496.634"
"HEAL","2019-08","HEAL2019-08","HEAL_016","63.877347","-149.202686","391806.164","7085214.323"
"HEAL","2019-08","HEAL2019-08","HEAL_019","63.894643","-149.2872","387725.321","7087286.785"
"HEAL","2019-08","HEAL2019-08","HEAL_013","63.864486","-149.198645","391955.226","7083775.034"
"HEAL","2019-08","HEAL2019-08","HEAL_011","63.887139","-149.301221","387007.124","7086475.713"
"HEAL","2019-08","HEAL2019-08","HEAL_006","63.869587","-149.287603","387605.429","7084496.79"
"HEAL","2019-08","HEAL2019-08","HEAL_026","63.886716","-149.18997","392466.418","7086236.316"
"HEAL","2019-08","HEAL2019-08","HEAL_025","63.87307","-149.287886","387605.469","7084885.234"
"HEAL","2019-08","HEAL2019-08","HEAL_023","63.887447","-149.28229","387937.601","7086476.629"
"HEAL","2019-08","HEAL2019-08","HEAL_018","63.862657","-149.249125","389468.126","7083657.748"
"HEAL","2019-08","HEAL2019-08","HEAL_024","63.881157","-149.287307","387666.18","7085784.879"
"DEJU","2017-07","DEJU2017-07","DEJU_015","63.87415","-145.741425","561833.304","7083600.246"
"DEJU","2017-07","DEJU2017-07","DEJU_029","63.875181","-145.736494","562073.251","7083719.932"
"DEJU","2017-07","DEJU2017-07","DEJU_018","63.837932","-145.755235","561233.595","7079551.74"
"DEJU","2017-07","DEJU2017-07","DEJU_014","63.831139","-145.747612","561623.434","7078802.279"
"DEJU","2017-07","DEJU2017-07","DEJU_022","63.874251","-145.721887","562792.888","7083630.535"
"DEJU","2017-07","DEJU2017-07","DEJU_006","63.835171","-145.748058","561592.668","7079251.002"
"DEJU","2017-07","DEJU2017-07","DEJU_009","63.853315","-145.760668","560933.069","7081260.415"
"DEJU","2017-07","DEJU2017-07","DEJU_028","63.869323","-145.742874","561772.706","7083061.027"
"DEJU","2017-07","DEJU2017-07","DEJU_026","63.856988","-145.749533","561472.492","7081680.351"
"DEJU","2017-07","DEJU2017-07","DEJU_021","63.860681","-145.742041","561832.638","7082099.011"
"DEJU","2017-07","DEJU2017-07","DEJU_030","63.866059","-145.739985","561921.864","7082700.241"
"DEJU","2017-07","DEJU2017-07","DEJU_016","63.857875","-145.759874","560962.224","7081769.228"
"DEJU","2017-07","DEJU2017-07","DEJU_020","63.845012","-145.733569","562283.682","7080361.504"
"DEJU","2018-08","DEJU2018-08","DEJU_046","63.877756","-145.753497","561232.427","7083990.317"
"DEJU","2018-08","DEJU2018-08","DEJU_045","63.880889","-145.742977","561742.274","7084349.536"
"DEJU","2018-08","DEJU2018-08","DEJU_047","63.88224","-145.739248","561922.44","7084503.699"
"DEJU","2018-08","DEJU2018-08","DEJU_026","63.856988","-145.749533","561472.492","7081680.351"
"DEJU","2018-08","DEJU2018-08","DEJU_009","63.853315","-145.760668","560933.069","7081260.415"
"DEJU","2018-08","DEJU2018-08","DEJU_018","63.837932","-145.755235","561233.595","7079551.74"
"DEJU","2018-08","DEJU2018-08","DEJU_022","63.874251","-145.721887","562792.888","7083630.535"
"DEJU","2018-08","DEJU2018-08","DEJU_006","63.835171","-145.748058","561592.668","7079251.002"
"DEJU","2018-08","DEJU2018-08","DEJU_011","63.880982","-145.723425","562702.324","7084378.985"
"DEJU","2018-08","DEJU2018-08","DEJU_002","63.879623","-145.720429","562852.504","7084230.561"
"DEJU","2018-08","DEJU2018-08","DEJU_020","63.845012","-145.733569","562283.682","7080361.504"
"DEJU","2018-08","DEJU2018-08","DEJU_021","63.860681","-145.742041","561832.638","7082099.011"
"DEJU","2018-08","DEJU2018-08","DEJU_012","63.92112","-145.787666","559462.286","7088789.479"
"DEJU","2018-08","DEJU2018-08","DEJU_014","63.831139","-145.747612","561623.434","7078802.279"
"DEJU","2018-08","DEJU2018-08","DEJU_003","63.930794","-145.751133","561232.857","7089901.822"
"DEJU","2018-08","DEJU2018-08","DEJU_029","63.875181","-145.736494","562073.251","7083719.932"
"DEJU","2018-08","DEJU2018-08","DEJU_010","63.937523","-145.751463","561202.019","7090651.239"
"DEJU","2018-08","DEJU2018-08","DEJU_019","63.891194","-145.75105","561323.317","7085489.899"
"DEJU","2018-08","DEJU2018-08","DEJU_028","63.869323","-145.742874","561772.706","7083061.027"
"DEJU","2018-08","DEJU2018-08","DEJU_004","63.912331","-145.766038","560541.927","7087830.553"
"DEJU","2018-08","DEJU2018-08","DEJU_007","63.866754","-145.726499","562582.969","7082790.784"
"DEJU","2018-08","DEJU2018-08","DEJU_015","63.87415","-145.741425","561833.304","7083600.246"
"DEJU","2018-08","DEJU2018-08","DEJU_030","63.866059","-145.739985","561921.864","7082700.241"
"DEJU","2018-08","DEJU2018-08","DEJU_023","63.934644","-145.761389","560721.732","7090320.96"
"DEJU","2018-08","DEJU2018-08","DEJU_067","63.915466","-145.755464","561053.833","7088189.919"
"DEJU","2018-08","DEJU2018-08","DEJU_027","63.896283","-145.77832","559973.624","7086030.994"
"DEJU","2018-08","DEJU2018-08","DEJU_016","63.857875","-145.759874","560962.224","7081769.228"
"DEJU","2018-08","DEJU2018-08","DEJU_024","63.887095","-145.77447","560182.273","7085010.935"
"DEJU","2018-08","DEJU2018-08","DEJU_017","63.883388","-145.780721","559883.25","7084592.01"
"DEJU","2018-08","DEJU2018-08","DEJU_005","63.896876","-145.75386","561173.012","7086120.236"
"DEJU","2018-08","DEJU2018-08","DEJU_001","63.89244","-145.769965","560391.987","7085610.726"
"DEJU","2018-08","DEJU2018-08","DEJU_025","63.894482","-145.756391","561053.961","7085851.081"
"DEJU","2018-08","DEJU2018-08","DEJU_008","63.897474","-145.761176","560812.584","7086179.926"
"DEJU","2019-08","DEJU2019-08","DEJU_005","63.896876","-145.75386","561173.012","7086120.236"
"DEJU","2019-08","DEJU2019-08","DEJU_019","63.891194","-145.75105","561323.317","7085489.899"
"DEJU","2019-08","DEJU2019-08","DEJU_025","63.894482","-145.756391","561053.961","7085851.081"
"DEJU","2019-08","DEJU2019-08","DEJU_047","63.88224","-145.739248","561922.44","7084503.699"
"DEJU","2019-08","DEJU2019-08","DEJU_008","63.897474","-145.761176","560812.584","7086179.926"
"DEJU","2019-08","DEJU2019-08","DEJU_001","63.89244","-145.769965","560391.987","7085610.726"
"DEJU","2019-08","DEJU2019-08","DEJU_027","63.896283","-145.77832","559973.624","7086030.994"
"DEJU","2019-08","DEJU2019-08","DEJU_045","63.880889","-145.742977","561742.274","7084349.536"
"DEJU","2019-08","DEJU2019-08","DEJU_018","63.837932","-145.755235","561233.595","7079551.74"
"DEJU","2019-08","DEJU2019-08","DEJU_026","63.856988","-145.749533","561472.492","7081680.351"
"DEJU","2019-08","DEJU2019-08","DEJU_010","63.937523","-145.751463","561202.019","7090651.239"
"DEJU","2019-08","DEJU2019-08","DEJU_003","63.930794","-145.751133","561232.857","7089901.822"
"DEJU","2019-08","DEJU2019-08","DEJU_016","63.857875","-145.759874","560962.224","7081769.228"
"DEJU","2019-08","DEJU2019-08","DEJU_009","63.853315","-145.760668","560933.069","7081260.415"
"DEJU","2019-08","DEJU2019-08","DEJU_023","63.934644","-145.761389","560721.732","7090320.96"
"DEJU","2019-08","DEJU2019-08","DEJU_007","63.866754","-145.726499","562582.969","7082790.784"
