"siteID","monthyear","sitemonthyear","plotID","easting","northing","mean.max.canopy.ht.aop","max.canopy.ht.aop","rumple.aop","deepgaps.aop","deepgap.fraction.aop","cover.fraction.aop","top.rugosity.aop","vert.sd.aop","sd.sd.aop","entropy.aop","GFP.AOP.aop","VAI.AOP.aop","VCI.AOP.aop"
"WREF","2018-07","WREF2018-07","WREF_022","576312.967","5076784.597","10.6686109365179","33.508","4.28775363408965","90","0.0535395597858418","0.946460440214158","6.46748994695339","8.96928691097529","2.80735216837731","0.55343425934297","0.876159531356074","13.4146458752878",NA
"WREF","2018-07","WREF2018-07","WREF_015","576282.261","5075195.952","36.6275134796238","55.874","4.58179279193356","86","0.0511600237953599","0.94883997620464","12.2748642227363","15.4932526929616","3.81738634500154","0.621953556156576","0.929624124182598","9.00798663100568",NA
"WREF","2018-07","WREF2018-07","WREF_071","580890.424","5075580.972","26.1447428571429","43.519","5.47040040857871","106","0.0630577037477692","0.936942296252231","9.98774685817371","12.1704039623438","4.195891954498","0.628266051762908","0.90400939608923","10.4655336785041",NA
"WREF","2018-07","WREF2018-07","WREF_072","580291.499","5075042.866","26.9775980830671","54.905","5.19854665642298","116","0.0690065437239738","0.930993456276026","14.3201897248116","14.950218907839","4.39718866034885","0.657057506347856","0.914749839178219","15.4605430132886",NA
"WREF","2018-07","WREF2018-07","WREF_007","578442.817","5077894.974","19.5958480853735","49.084","4.943240187246","88","0.0523497917906008","0.947650208209399","10.1678396598671","11.2662807461504","2.85754282626652","0.588798049157185","0.903730857887045","11.8994840291479",NA
"WREF","2018-07","WREF2018-07","WREF_014","578086.15","5077865.937","23.5870700437774","46.417","5.44801386115011","82","0.0487804878048781","0.951219512195122","11.6707059058363","13.0225926924737","2.28230976655966","0.607719386572843","0.910277640639786","11.8143367141629",NA
"WREF","2018-07","WREF2018-07","WREF_019","580091.599","5074538.407","25.4742924826279","53.373","7.26583348103159","98","0.0582986317668055","0.941701368233195","17.2110994347972","16.9579091886117","4.80705683234331","0.658593744238999","0.929286802078807","10.8119725247135",NA
"WREF","2018-07","WREF2018-07","WREF_002","578410.097","5073576.464","23.8215554148195","39.147","3.20215642611002","102","0.0606781677572873","0.939321832242713","5.60464536809351","14.809332684042","3.51430201214366","0.632239140424926","0.93370065683165","9.8488006379782",NA
"WREF","2018-07","WREF2018-07","WREF_003","576221.694","5075796.245","22.8618983688833","48.425","3.40355119905507","87","0.0517549077929804","0.94824509220702","10.3347460978695","14.1295885582244","3.48657994717259","0.620964664653912","0.907128252606362","13.777230142072",NA
"WREF","2018-07","WREF2018-07","WREF_028","579100.868","5073726.879","29.6261339173967","47.331","4.46421460503205","83","0.0493753718024985","0.950624628197501","9.31366220077097","13.9623530849029","2.55065848964895","0.62983591267196","0.919758113034895","11.645943230962",NA
"WREF","2018-07","WREF2018-07","WREF_005","577449.972","5077233.776","21.9729597737272","43.171","4.74663622243617","90","0.0535395597858418","0.946460440214158","10.9532019856872","13.0062627656847","3.63444262967648","0.600095855515152","0.898811307788259","15.5208860521562",NA
"WREF","2018-07","WREF2018-07","WREF_024","577902.55","5077776.057","11.8899806007509","32.988","4.04952392944717","83","0.0493753718024985","0.950624628197501","7.34484448626982","10.4064218377108","2.17840098226366","0.57081922393895","0.852394620813933","24.8768037579852",NA
"WREF","2018-07","WREF2018-07","WREF_029","590891.734","5077649.175","36.0948448060075","56.521","4.62039189866332","83","0.0493753718024985","0.950624628197501","10.4680527839103","21.3408985452925","5.72946008215778","0.669175199765448","0.946757276334895","10.4120261173815",NA
"WREF","2018-07","WREF2018-07","WREF_006","592120.864","5075974.71","33.1206055103319","44.556","2.56702330662532","84","0.049970255800119","0.950029744199881","4.71731062454985","25.1311850592144","4.19533174663956","0.652017307948676","0.938376112249609","12.9536343551104",NA
"WREF","2018-07","WREF2018-07","WREF_018","576761.09","5075461.702","34.1384041353383","51.312","4.76912183446342","85","0.0505651397977394","0.949434860202261","10.2601599993737","16.8112733315487","5.09785269297948","0.63517735426959","0.926396067967907","10.3821557934116",NA
"WREF","2018-07","WREF2018-07","WREF_021","579313.059","5077264.708","17.020075","45.168","4.57797009356789","81","0.0481856038072576","0.951814396192742","10.3540633349468","14.7251836366519","3.2098912227235","0.629062866561351","0.917973400943673","12.081316146963",NA
"WREF","2018-07","WREF2018-07","WREF_030","577271.846","5076606.142","12.2043839899937","39.422","3.43372898592064","82","0.0487804878048781","0.951219512195122","6.62350329423597","10.991272767805","2.34841650258185","0.568606951562326","0.894882446224971","12.6528272219813",NA
"WREF","2018-07","WREF2018-07","WREF_025","587833.476","5075762.379","39.5952520740268","63.662","6.59046819846774","114","0.0678167757287329","0.932183224271267","15.1769757678153","23.864973560414","2.36589739040502","0.733111560123565","0.924626517994206","23.8733006882341",NA
"WREF","2019-07","WREF2019-07","WREF_014","578086.15","5077865.937","24.0121951219512","46.986","5.58602982701947","82","0.0487804878048781","0.951219512195122","11.5818486163119","13.2897594712989","2.60387830078055","0.610678534765001","0.907055971129945","13.5483902909086",NA
"WREF","2019-07","WREF2019-07","WREF_024","577902.55","5077776.057","12.2424748743719","32.681","4.06519748647562","89","0.0529446757882213","0.947055324211779","7.41064041451438","10.4652710756914","2.30608582893232","0.572243464600844","0.867355451787598","20.2078346197682",NA
"WREF","2019-07","WREF2019-07","WREF_007","578442.817","5077894.974","19.9855887147335","49.555","4.99134700072578","86","0.0511600237953599","0.94883997620464","10.3532485339576","11.6195769692119","3.21039033231425","0.59288219246347","0.903816879809699","13.7630355398997",NA
"WREF","2019-07","WREF2019-07","WREF_010","589272.108","5075615.713","49.8126002514142","62.804","3.81858647066903","90","0.0535395597858418","0.946460440214158","8.2988892369488","34.3272280001776","8.29089767559462","0.739791597099383","0.954599289618257","17.4131200942875",NA
"WREF","2019-07","WREF2019-07","WREF_071","580890.424","5075580.972","25.972491450285","43.205","5.48832865243445","102","0.0606781677572873","0.939321832242713","10.2007302214645","12.1760422003438","4.25063209230275","0.62951326748794","0.90353952721343","10.6979746944939",NA
"WREF","2019-07","WREF2019-07","WREF_029","590891.734","5077649.175","36.5089798868636","56.41","4.705765444398","90","0.0535395597858418","0.946460440214158","9.90429074482801","22.6624890140734","5.97397246490456","0.677200907585877","0.939769539579803","15.8017800451695",NA
"WREF","2019-07","WREF2019-07","WREF_070","581129.436","5075043.871","18.9226020151134","43.277","3.73313405971346","93","0.0553242117787032","0.944675788221297","12.0799119463023","14.4453883014453","4.44167753310762","0.645390846547616","0.88937154186858","24.132296963329",NA
"WREF","2019-07","WREF2019-07","WREF_018","576761.09","5075461.702","34.3075178236398","50.324","4.74045730271905","82","0.0487804878048781","0.951219512195122","10.3772075595602","16.8849664316175","5.00124188202962","0.637043076669017","0.925374655467545","10.9858354463203",NA
